entryid,customerid
224.0,170354
224.0,79818
224.0,168990
224.0,107876
224.0,164218
224.0,171902
224.0,167653
224.0,171150
224.0,79380
224.0,79619
224.0,165563
224.0,170840
224.0,174314
224.0,165011
224.0,84138
224.0,165455
224.0,165688
224.0,171814
224.0,171813
224.0,173266
224.0,167104
224.0,167105
224.0,167106
224.0,167107
224.0,167108
224.0,167109
224.0,167110
224.0,167111
224.0,171897
224.0,172005
224.0,165714
224.0,171609
224.0,100219
224.0,165460
224.0,165459
224.0,166418
224.0,168992
224.0,165066
224.0,174335
224.0,174336
224.0,174337
224.0,165690
224.0,79302
224.0,82996
224.0,78749
224.0,104617
224.0,104856
224.0,83097
224.0,94727
224.0,154378
224.0,154717
224.0,79397
224.0,133545
224.0,87096
224.0,91196
224.0,93276
224.0,92716
224.0,133949
224.0,91157
224.0,79401
224.0,86176
224.0,117457
224.0,82618
224.0,83298
224.0,104176
224.0,127359
224.0,90637
224.0,154070
224.0,133951
224.0,82717
224.0,101856
224.0,79321
224.0,84117
224.0,154444
224.0,80081
224.0,103518
224.0,137118
224.0,119376
224.0,79378
224.0,116056
224.0,80099
224.0,87777
224.0,159589
224.0,109156
224.0,126420
224.0,137835
224.0,122718
224.0,153330
224.0,126457
224.0,128117
224.0,88837
224.0,96616
224.0,90638
224.0,79381
224.0,79420
224.0,101438
224.0,99736
224.0,122717
224.0,84119
224.0,142167
224.0,83277
224.0,86196
224.0,133543
224.0,102581
224.0,121480
224.0,82736
224.0,92698
224.0,98239
224.0,79389
224.0,96316
224.0,103516
224.0,120277
224.0,117438
224.0,127758
224.0,137117
224.0,125697
224.0,136673
224.0,128358
224.0,136625
224.0,127757
224.0,127361
224.0,137949
224.0,138097
224.0,119377
224.0,127797
224.0,110396
224.0,108781
224.0,117697
224.0,120316
224.0,128062
224.0,112836
224.0,117698
224.0,117437
224.0,127620
224.0,128357
224.0,129771
224.0,136606
224.0,129057
224.0,161977
224.0,163802
224.0,154760
224.0,116076
224.0,103517
224.0,129754
224.0,104676
224.0,133950
224.0,104677
224.0,115456
224.0,129495
224.0,129769
224.0,136624
224.0,154077
224.0,156935
224.0,115437
224.0,121498
224.0,130129
224.0,130019
224.0,130086
224.0,160395
224.0,160375
224.0,160404
224.0,161142
224.0,157323
224.0,123977
224.0,116856
224.0,112837
224.0,171608
224.0,174968
224.0,174969
224.0,174970
224.0,178854
224.0,178920
224.0,165557
224.0,174056
224.0,180470
224.0,180471
224.0,179130
224.0,180117
224.0,177665
224.0,165559
224.0,170496
224.0,173654
224.0,173675
224.0,173676
224.0,173677
224.0,173678
224.0,173679
224.0,173681
224.0,173682
224.0,173683
224.0,171147
224.0,173649
224.0,182230
224.0,182231
224.0,182232
224.0,180902
224.0,181065
5.0,181065
224.0,173899
224.0,173901
224.0,173902
224.0,179482
224.0,179483
224.0,179484
224.0,182830
224.0,165065
224.0,165067
224.0,165068
224.0,165069
224.0,165070
224.0,165071
224.0,165074
224.0,165075
224.0,165076
224.0,165077
224.0,165078
224.0,168643
224.0,170924
224.0,181988
224.0,182132
224.0,182164
224.0,167628
224.0,171898
224.0,171872
224.0,181033
224.0,165715
224.0,168701
2.0,168701
224.0,170842
224.0,172125
224.0,176250
224.0,165567
224.0,167631
224.0,167654
224.0,173995
224.0,173997
224.0,173999
224.0,174796
224.0,174797
224.0,174798
224.0,181168
224.0,172002
224.0,183753
224.0,170841
224.0,175882
224.0,184080
224.0,180830
224.0,180831
224.0,181882
224.0,166220
224.0,171643
224.0,178361
224.0,178922
224.0,181493
224.0,165001
224.0,172126
224.0,182861
224.0,184154
224.0,171877
224.0,184659
224.0,184719
224.0,165457
224.0,184481
224.0,184482
224.0,165562
224.0,178771
224.0,167630
224.0,178362
224.0,175325
224.0,165033
224.0,185580
224.0,185622
224.0,174069
224.0,174070
224.0,174071
224.0,174073
224.0,171894
224.0,171871
224.0,176264
224.0,175739
224.0,166412
224.0,166419
224.0,165721
224.0,184191
224.0,164924
224.0,164925
224.0,165555
224.0,171914
224.0,165862
224.0,177134
224.0,177135
224.0,177137
224.0,177620
224.0,179834
224.0,178773
224.0,171194
224.0,171582
224.0,171904
224.0,171893
224.0,178360
224.0,180211
224.0,165710
224.0,177409
224.0,166417
224.0,171143
224.0,171148
224.0,164944
224.0,164945
224.0,164946
224.0,164947
224.0,164948
224.0,164949
224.0,164950
224.0,164951
224.0,164952
224.0,164953
224.0,164954
224.0,164955
224.0,164956
224.0,164957
224.0,164958
224.0,164960
224.0,164961
224.0,164962
224.0,164963
224.0,164964
224.0,164965
224.0,164966
224.0,165560
224.0,166852
224.0,166853
224.0,166855
224.0,166856
224.0,175028
224.0,165561
224.0,166115
224.0,171144
224.0,179566
224.0,175850
224.0,175852
224.0,175853
224.0,175854
224.0,165717
224.0,171901
224.0,174995
224.0,172004
224.0,165461
224.0,178966
224.0,183405
224.0,178965
224.0,179242
224.0,179528
224.0,171896
224.0,180634
224.0,179584
224.0,165716
224.0,165713
224.0,175808
224.0,175809
224.0,165691
224.0,171145
224.0,175860
224.0,181248
224.0,166222
224.0,171801
224.0,175974
224.0,175983
224.0,165719
224.0,176892
224.0,181433
224.0,176104
224.0,176259
224.0,180265
224.0,181766
224.0,165556
224.0,171146
224.0,177339
224.0,171868
224.0,171895
224.0,175029
224.0,175123
224.0,183487
224.0,165569
224.0,193302
224.0,189111
224.0,188325
224.0,188554
224.0,186496
224.0,193116
224.0,186489
224.0,193660
224.0,197199
224.0,186343
224.0,188929
224.0,193449
224.0,196180
224.0,184391
224.0,196752
224.0,184242
224.0,184243
224.0,185713
224.0,195278
224.0,195494
224.0,196034
224.0,191504
224.0,194728
224.0,190289
224.0,184624
224.0,188865
224.0,192923
224.0,194456
224.0,195170
224.0,197823
224.0,194729
224.0,195402
224.0,196221
224.0,196021
224.0,189935
224.0,196918
224.0,186332
224.0,195391
224.0,188075
224.0,186047
224.0,195588
224.0,188958
224.0,196014
224.0,196211
224.0,194432
224.0,196908
224.0,184602
224.0,184603
224.0,186603
224.0,192680
224.0,193828
224.0,193857
224.0,178435
224.0,195658
224.0,188147
224.0,189336
224.0,193595
224.0,198470
224.0,198551
224.0,196006
224.0,198626
224.0,193586
224.0,191819
224.0,188952
224.0,193387
224.0,196233
224.0,189162
224.0,188930
224.0,189014
224.0,196262
224.0,197712
224.0,186048
224.0,192068
224.0,194668
224.0,194447
224.0,193218
224.0,195605
224.0,196902
224.0,192907
224.0,194341
224.0,195404
224.0,186541
224.0,193073
224.0,197889
224.0,193671
224.0,190037
224.0,190299
224.0,193074
224.0,197479
224.0,184155
224.0,193659
224.0,193018
2.0,193018
224.0,195192
224.0,196124
224.0,193632
224.0,192124
224.0,197944
224.0,194709
224.0,198450
224.0,198486
224.0,193316
224.0,196199
224.0,197490
224.0,196005
224.0,196017
224.0,191389
224.0,191788
224.0,197400
224.0,197404
224.0,197405
224.0,197406
224.0,197407
224.0,197408
224.0,197409
224.0,197410
224.0,197411
224.0,193594
224.0,198339
224.0,197786
224.0,198015
224.0,189308
224.0,196917
224.0,193620
224.0,196736
224.0,198340
224.0,198341
224.0,198356
224.0,184588
224.0,184590
224.0,197351
224.0,200262
224.0,198549
224.0,200103
224.0,200451
224.0,200111
224.0,199860
224.0,200002
224.0,199254
224.0,199255
224.0,199035
224.0,199036
224.0,199242
224.0,198793
224.0,198795
224.0,198717
224.0,198180
224.0,200497
224.0,198357
224.0,198360
224.0,198055
224.0,198057
224.0,199402
224.0,199088
224.0,199282
224.0,200830
224.0,198897
224.0,198898
224.0,198919
224.0,198920
224.0,198921
224.0,198370
224.0,204143
224.0,208951
224.0,210820
224.0,211439
224.0,210512
224.0,210031
224.0,202811
224.0,211654
224.0,209733
224.0,207196
224.0,210850
224.0,211003
224.0,210226
224.0,208376
224.0,208574
224.0,211167
224.0,209043
224.0,206543
224.0,210639
224.0,209227
224.0,210030
224.0,210244
224.0,210045
224.0,209318
224.0,210611
224.0,208508
224.0,208759
224.0,210056
224.0,213644
224.0,213990
224.0,206375
224.0,213692
224.0,212559
224.0,210343
224.0,213107
224.0,209395
224.0,211524
224.0,211019
224.0,214242
224.0,214304
224.0,214332
224.0,209071
224.0,212777
224.0,212778
224.0,212779
224.0,212780
224.0,210348
224.0,211528
224.0,211688
224.0,209879
224.0,214260
224.0,213379
224.0,213258
224.0,205408
224.0,213322
224.0,213323
224.0,211050
224.0,207188
224.0,213428
224.0,212661
224.0,211423
224.0,208719
224.0,214107
224.0,209386
224.0,209459
224.0,209450
2.0,209450
224.0,209976
224.0,210014
224.0,202450
224.0,209897
224.0,210926
224.0,209890
224.0,214569
224.0,214617
224.0,212465
224.0,214671
224.0,212299
224.0,213181
224.0,211846
224.0,213010
224.0,213244
224.0,213071
224.0,211834
224.0,213221
224.0,212855
224.0,213853
224.0,213854
224.0,213855
224.0,212196
224.0,212371
224.0,213256
224.0,213980
224.0,214626
224.0,212167
224.0,214302
224.0,212791
224.0,214491
224.0,79299
224.0,71823
224.0,58149
224.0,87757
224.0,193971
224.0,63568
224.0,78723
5.0,214819
144.0,209066
5.0,214818
164.0,214074
5.0,214811
144.0,214500
144.0,214748
5.0,201447
144.0,201447
1.0,214839
1.0,213227
5.0,214912
144.0,212670
5.0,212422
144.0,214106
2.0,214106
5.0,214106
5.0,215020
164.0,31549
164.0,214886
164.0,214973
1.0,212509
5.0,215099
5.0,215100
144.0,208837
164.0,215031
164.0,139729
164.0,214940
5.0,215127
164.0,63857
1.0,214908
144.0,215180
1.0,215170
5.0,215277
164.0,215243
144.0,215179
164.0,96677
5.0,215349
5.0,124659
5.0,215428
5.0,215460
5.0,215461
1.0,215152
164.0,62966
144.0,215483
144.0,206616
144.0,215484
124.0,215098
2.0,215098
144.0,215375
5.0,215603
5.0,215593
1.0,215593
5.0,215595
5.0,215616
5.0,215622
5.0,215639
1.0,215413
5.0,215642
5.0,215647
5.0,215656
1.0,215680
2.0,209745
5.0,209745
144.0,215779
104.0,207397
104.0,215487
104.0,215760
5.0,215846
1.0,204461
5.0,215857
2.0,166231
2.0,137827
2.0,171288
2.0,85056
2.0,166235
2.0,136353
2.0,69742
2.0,123279
2.0,171291
2.0,166797
2.0,176802
2.0,172703
2.0,171289
2.0,166337
2.0,209803
2.0,210225
2.0,209991
2.0,214956
2.0,213735
2.0,214239
2.0,214398
2.0,214412
2.0,209985
2.0,214959
2.0,67424
2.0,214219
2.0,213838
2.0,213988
2.0,214284
2.0,208591
2.0,205008
144.0,205008
2.0,214773
2.0,214874
2.0,214903
2.0,214958
2.0,215000
2.0,214859
2.0,213683
2.0,214395
2.0,215393
2.0,215534
2.0,214999
2.0,139840
2.0,212604
2.0,214689
2.0,213789
2.0,210292
2.0,214960
2.0,214396
2.0,212923
2.0,214991
2.0,215192
2.0,214691
2.0,214961
2.0,214957
2.0,214495
2.0,213684
2.0,213664
2.0,213496
2.0,213716
2.0,215384
2.0,214803
2.0,215432
2.0,214442
2.0,214690
2.0,213841
2.0,213255
2.0,214858
2.0,213734
2.0,212968
2.0,214545
2.0,214015
2.0,214131
2.0,214928
2.0,214963
2.0,213717
2.0,214397
2.0,212885
2.0,214226
2.0,214964
2.0,214962
2.0,214929
2.0,213618
2.0,63201
2.0,77639
2.0,55834
2.0,166786
2.0,166234
2.0,161429
2.0,166783
2.0,167514
2.0,166331
2.0,167141
2.0,167273
2.0,126801
2.0,126818
2.0,136679
2.0,167483
2.0,176456
2.0,167118
2.0,167607
2.0,198618
2.0,209808
2.0,136708
2.0,213617
2.0,212622
2.0,213603
2.0,213582
2.0,213660
2.0,213601
2.0,214109
2.0,213686
2.0,213719
2.0,208731
2.0,214871
2.0,212244
2.0,214509
2.0,214783
2.0,213630
2.0,213731
2.0,214644
2.0,214728
2.0,214804
2.0,215383
2.0,209810
2.0,213554
2.0,214030
2.0,213599
2.0,210613
2.0,213604
2.0,214872
2.0,209393
2.0,213836
2.0,213776
2.0,214240
2.0,213665
2.0,214645
2.0,213839
2.0,208343
2.0,213287
2.0,213497
2.0,213619
2.0,215007
2.0,213662
2.0,213605
2.0,213755
2.0,211841
2.0,214784
2.0,215204
2.0,215105
2.0,213602
2.0,214573
2.0,212602
2.0,213620
2.0,214782
2.0,19475
2.0,214729
2.0,213685
2.0,213837
2.0,214905
2.0,213631
2.0,214870
2.0,213718
2.0,213730
144.0,111576
144.0,215862
144.0,214954
5.0,215907
104.0,209620
5.0,169920
104.0,209605
164.0,31568
164.0,190306
5.0,215961
5.0,215979
144.0,215980
104.0,215998
104.0,215163
5.0,216011
5.0,216040
5.0,216056
1.0,215929
164.0,213386
124.0,23141
124.0,23196
124.0,23208
124.0,23209
124.0,23342
124.0,23398
124.0,23833
124.0,23865
124.0,34883
124.0,56863
124.0,23442
124.0,23454
124.0,58224
124.0,31112
124.0,57075
124.0,40825
124.0,34520
124.0,23426
124.0,23496
124.0,23517
124.0,23752
124.0,23769
124.0,23473
124.0,23984
124.0,215701
124.0,215618
124.0,215451
5.0,216082
124.0,215493
124.0,215653
124.0,215585
124.0,215452
124.0,215586
124.0,58839
124.0,66272
124.0,164813
124.0,170744
124.0,181085
124.0,170609
124.0,185349
124.0,194071
124.0,190822
124.0,192084
124.0,195264
124.0,208948
124.0,209258
124.0,208907
124.0,67439
124.0,155212
124.0,209044
124.0,23656
124.0,31050
124.0,23824
124.0,23721
124.0,23728
124.0,23729
124.0,23695
124.0,23911
124.0,23914
124.0,31126
124.0,23437
124.0,23457
124.0,23465
124.0,23674
124.0,31129
124.0,23367
124.0,23412
124.0,23410
124.0,23758
124.0,23764
124.0,23049
124.0,23132
124.0,23189
124.0,23217
124.0,23222
124.0,23238
124.0,23469
124.0,23311
124.0,23339
124.0,210780
124.0,209979
124.0,209980
124.0,211464
124.0,209939
124.0,211254
124.0,211699
124.0,209561
124.0,210939
124.0,211016
124.0,209841
124.0,210138
124.0,211264
124.0,210500
124.0,211337
124.0,210536
124.0,210435
124.0,210757
124.0,209454
124.0,210535
124.0,211014
124.0,211056
124.0,210272
124.0,211134
124.0,210938
124.0,209546
124.0,209842
124.0,211750
124.0,211938
124.0,32467
124.0,35346
124.0,32806
124.0,35146
124.0,36414
124.0,57756
124.0,34641
124.0,39211
124.0,31151
124.0,40619
124.0,55019
124.0,56883
124.0,55018
124.0,56865
124.0,59077
124.0,32854
124.0,39672
124.0,32803
124.0,72055
124.0,72700
124.0,72660
124.0,66006
124.0,69720
124.0,64486
124.0,71101
124.0,73181
124.0,77317
124.0,166633
124.0,164852
124.0,166293
124.0,112078
124.0,165649
124.0,165256
124.0,62635
124.0,215237
124.0,215236
124.0,56515
124.0,215337
124.0,33799
124.0,215385
124.0,215262
124.0,33833
124.0,77456
124.0,176894
124.0,174117
124.0,169289
124.0,173537
124.0,169593
124.0,212325
124.0,181097
124.0,190100
124.0,183625
124.0,190425
124.0,212355
124.0,212326
124.0,210534
124.0,194068
124.0,204271
1.0,216026
1.0,215931
1.0,77855
1.0,215928
1.0,216025
1.0,215930
1.0,215932
1.0,215589
1.0,215731
1.0,215817
1.0,215988
1.0,215933
1.0,216024
1.0,215533
1.0,215990
1.0,60260
1.0,206606
1.0,216061
1.0,215569
1.0,11203
1.0,91418
1.0,99157
1.0,169388
1.0,115138
1.0,161874
1.0,168199
1.0,214913
1.0,216073
1.0,215989
1.0,215992
1.0,126143
5.0,216121
2.0,216137
5.0,216137
104.0,214323
2.0,214323
144.0,214323
144.0,216184
144.0,65544
144.0,65146
144.0,65493
144.0,65805
144.0,65729
144.0,67376
144.0,136337
144.0,178594
144.0,177190
144.0,165243
144.0,215300
144.0,215967
144.0,215126
144.0,215842
5.0,216202
124.0,212811
124.0,215019
124.0,213282
124.0,212411
124.0,213407
124.0,214301
124.0,213402
124.0,213521
124.0,213008
124.0,213910
124.0,214401
124.0,214935
124.0,212749
124.0,213421
124.0,213519
124.0,213464
124.0,215109
124.0,214037
124.0,214243
124.0,213724
124.0,213594
124.0,214186
2.0,214186
124.0,213391
124.0,213012
124.0,212564
124.0,214042
124.0,214740
124.0,213405
124.0,212412
124.0,214148
124.0,214317
124.0,212399
124.0,212546
124.0,215086
124.0,212414
124.0,213403
124.0,213520
124.0,214119
124.0,212523
124.0,214048
124.0,213445
124.0,212473
124.0,212724
124.0,212597
124.0,214710
124.0,213013
124.0,214044
124.0,215087
124.0,213406
124.0,214836
124.0,214043
124.0,214041
124.0,212549
124.0,213404
124.0,213183
124.0,214741
124.0,212708
2.0,216244
5.0,216244
5.0,216245
5.0,216246
224.0,214925
144.0,216066
5.0,216280
5.0,216281
144.0,216274
144.0,215343
1.0,215122
224.0,215584
144.0,210691
5.0,122446
144.0,209947
1.0,214056
104.0,216216
144.0,212261
144.0,211863
224.0,89456
224.0,211238
224.0,209866
224.0,213728
224.0,215627
224.0,215832
224.0,215024
224.0,214761
5.0,214761
224.0,216105
224.0,214756
224.0,215800
224.0,215055
224.0,208353
224.0,215409
224.0,216271
224.0,215172
224.0,215056
224.0,215542
224.0,207163
224.0,215328
224.0,215439
224.0,215440
224.0,215441
224.0,215442
224.0,214951
224.0,215665
224.0,215263
224.0,215264
224.0,215265
224.0,215266
224.0,216068
224.0,215102
224.0,216257
224.0,215001
224.0,215755
1.0,216356
144.0,211287
1.0,211075
1.0,216211
1.0,216117
1.0,155497
1.0,188881
1.0,215991
1.0,216382
1.0,215650
1.0,215531
1.0,118657
5.0,216385
1.0,216206
144.0,211862
5.0,216372
1.0,214163
1.0,215425
1.0,112996
5.0,216476
144.0,216428
5.0,216480
5.0,216481
144.0,216490
1.0,216442
1.0,216483
1.0,216482
1.0,11878
5.0,216500
144.0,216496
5.0,216524
144.0,211191
5.0,216561
5.0,216587
5.0,216588
1.0,10751
144.0,216541
5.0,216602
5.0,216603
5.0,216633
5.0,88776
1.0,216617
1.0,216629
1.0,216625
144.0,216651
1.0,212102
1.0,212789
164.0,216649
144.0,214900
144.0,216728
5.0,40823
224.0,216752
5.0,216769
5.0,216786
5.0,216796
5.0,216809
164.0,212839
164.0,216807
5.0,216846
5.0,216867
5.0,216875
1.0,216536
5.0,216990
1.0,216993
5.0,217033
1.0,212609
1.0,212508
1.0,217041
1.0,217024
5.0,217084
1.0,211738
5.0,217100
144.0,216888
5.0,212647
1.0,217124
1.0,217122
5.0,217157
1.0,215472
1.0,211291
164.0,208929
164.0,169555
104.0,209406
1.0,217134
1.0,166639
144.0,217364
5.0,217395
5.0,217397
5.0,217396
144.0,216884
1.0,215150
1.0,215151
1.0,216357
144.0,216948
144.0,209861
124.0,216907
5.0,216907
2.0,216907
5.0,217526
144.0,10310
164.0,10310
2.0,10310
5.0,11626
164.0,11626
144.0,11626
2.0,12461
5.0,12461
144.0,12461
144.0,29894
164.0,12461
144.0,182464
144.0,208565
144.0,208728
144.0,209281
144.0,209610
144.0,210149
144.0,210676
144.0,209301
144.0,211452
144.0,212887
144.0,213152
144.0,211232
144.0,214004
104.0,214004
144.0,214029
144.0,213902
144.0,214297
144.0,214923
144.0,215580
144.0,215578
144.0,216191
144.0,215863
144.0,216153
144.0,216169
144.0,216346
144.0,216543
144.0,216554
144.0,216992
144.0,217150
144.0,217362
5.0,217583
5.0,217582
1.0,168761
5.0,217648
5.0,217653
1.0,198643
5.0,212165
104.0,216871
5.0,136973
5.0,217815
5.0,217816
5.0,217814
5.0,217829
1.0,217320
164.0,217275
5.0,217924
5.0,217935
5.0,217936
144.0,217831
1.0,218097
5.0,88436
104.0,217969
164.0,216522
5.0,218152
1.0,171039
1.0,218194
1.0,198644
144.0,218263
5.0,218335
5.0,218367
1.0,218310
1.0,218357
1.0,218356
5.0,72336
5.0,218386
5.0,218396
144.0,213530
5.0,218438
144.0,217018
2.0,217142
2.0,217018
5.0,217018
2.0,10717
2.0,10732
2.0,215210
2.0,216319
2.0,216891
2.0,215596
2.0,217391
2.0,216953
2.0,217520
2.0,215670
2.0,215823
2.0,216270
2.0,217390
2.0,212605
2.0,120017
2.0,167303
2.0,215669
2.0,217853
2.0,19417
2.0,215575
2.0,215704
2.0,217576
2.0,217553
2.0,215873
2.0,215597
2.0,216260
2.0,216539
2.0,215707
2.0,168814
2.0,121439
2.0,216894
2.0,215840
2.0,217506
2.0,214875
2.0,216332
2.0,215824
2.0,214927
2.0,217527
2.0,213149
2.0,217404
2.0,127037
2.0,217394
2.0,215671
2.0,216485
2.0,217392
2.0,216830
2.0,216837
2.0,217099
2.0,216892
2.0,122838
2.0,166795
2.0,216836
2.0,166781
2.0,217227
2.0,215398
2.0,215661
2.0,216858
2.0,171370
2.0,216859
2.0,217594
2.0,217393
2.0,216362
2.0,30527
2.0,215904
2.0,217854
2.0,217118
2.0,74339
2.0,215867
2.0,216349
2.0,215951
2.0,168427
2.0,215598
2.0,215874
2.0,215870
2.0,216829
2.0,157057
2.0,123440
2.0,216930
2.0,167266
2.0,216111
2.0,215600
2.0,215599
2.0,217244
2.0,206252
2.0,216141
2.0,217574
2.0,216654
2.0,216323
2.0,216989
2.0,215591
2.0,211157
2.0,216963
2.0,216043
2.0,216893
2.0,216780
2.0,216109
2.0,214774
2.0,216901
2.0,216902
2.0,209092
2.0,215705
2.0,217040
2.0,215660
2.0,216899
2.0,216962
2.0,217141
2.0,217109
2.0,217090
2.0,216758
2.0,168246
2.0,216108
2.0,217089
2.0,215139
2.0,216984
2.0,216621
2.0,216911
2.0,177443
2.0,216560
2.0,217091
2.0,216110
2.0,216746
2.0,215872
2.0,216857
2.0,213296
2.0,215868
2.0,215827
2.0,215067
2.0,215903
2.0,215952
2.0,215523
2.0,215574
2.0,215608
2.0,216168
2.0,167593
2.0,213840
2.0,215392
2.0,215668
2.0,215953
2.0,212048
2.0,215700
2.0,215609
2.0,215205
2.0,57965
2.0,215507
2.0,211069
2.0,215134
2.0,215826
2.0,215825
2.0,212225
2.0,215394
2.0,216781
2.0,216787
2.0,215431
2.0,215614
2.0,215615
2.0,212794
2.0,216044
2.0,216045
144.0,215905
2.0,216087
2.0,216088
2.0,215905
2.0,216187
2.0,216326
2.0,216086
2.0,169690
2.0,216355
2.0,215104
2.0,19574
2.0,136609
2.0,217966
2.0,216619
2.0,217575
2.0,217886
2.0,218053
2.0,217988
2.0,218041
2.0,218042
2.0,217852
2.0,218069
2.0,216532
2.0,217813
2.0,201421
2.0,218191
2.0,216620
2.0,170513
2.0,170852
2.0,218096
2.0,217910
2.0,218045
2.0,218215
2.0,218280
104.0,217216
104.0,217078
2.0,218281
104.0,209458
104.0,212630
104.0,190734
104.0,208503
104.0,206796
104.0,217270
104.0,214518
104.0,27963
104.0,175100
104.0,215925
104.0,28222
104.0,206408
104.0,207570
104.0,77457
104.0,199801
104.0,214623
104.0,215400
104.0,217847
104.0,215310
104.0,215309
104.0,215312
104.0,215999
104.0,209831
104.0,211054
104.0,217077
104.0,214440
104.0,207139
104.0,213831
104.0,27421
104.0,211756
104.0,216711
104.0,214520
104.0,27847
104.0,215387
104.0,217214
104.0,212802
104.0,208168
104.0,216426
104.0,215486
104.0,208847
104.0,73796
104.0,212948
104.0,216296
104.0,213882
104.0,214005
104.0,202812
104.0,217401
104.0,205887
104.0,214024
164.0,217067
144.0,218672
1.0,218695
144.0,218837
1.0,217542
1.0,217928
1.0,218830
5.0,219075
144.0,219134
5.0,199405
5.0,217995
2.0,217995
5.0,219141
1.0,218895
5.0,219180
5.0,219193
1.0,212313
144.0,219189
1.0,219226
144.0,218838
1.0,219225
5.0,218983
104.0,219200
1.0,219160
5.0,219265
5.0,219266
5.0,219262
1.0,217548
1.0,214712
1.0,215514
1.0,200293
1.0,212221
1.0,171294
1.0,156942
1.0,218824
5.0,219389
5.0,219466
1.0,219497
144.0,165762
1.0,219511
1.0,192944
164.0,209084
164.0,31686
164.0,216904
164.0,217382
164.0,210701
164.0,217418
164.0,216535
164.0,136326
164.0,80337
164.0,218189
1.0,219772
164.0,219772
1.0,214386
1.0,214236
1.0,214484
1.0,166388
1.0,207807
1.0,213518
1.0,217912
1.0,215473
204.0,65045
204.0,80185
204.0,161573
204.0,123844
204.0,152378
204.0,186960
204.0,193579
204.0,192807
204.0,200298
204.0,205563
204.0,207599
204.0,204972
204.0,208346
204.0,210801
204.0,206989
204.0,206113
204.0,206060
204.0,211299
204.0,206061
204.0,207960
204.0,207325
204.0,206849
204.0,209321
204.0,209314
204.0,210978
204.0,206807
204.0,204611
204.0,205260
204.0,208034
204.0,208652
204.0,206379
204.0,217137
204.0,205417
204.0,205036
204.0,212732
204.0,212314
204.0,206560
204.0,213479
204.0,213194
204.0,215006
204.0,213409
204.0,214667
204.0,204636
204.0,214093
204.0,213564
204.0,214213
204.0,217476
204.0,215132
204.0,215607
204.0,218376
204.0,217512
204.0,215808
204.0,216255
204.0,218290
204.0,216401
1.0,219898
5.0,220106
5.0,220201
124.0,218062
1.0,218865
1.0,213003
1.0,216210
1.0,218708
1.0,217812
1.0,219155
1.0,216513
124.0,219936
124.0,216816
1.0,220250
124.0,218147
1.0,214883
124.0,216729
5.0,220420
124.0,219270
1.0,219899
5.0,220483
1.0,168446
1.0,220482
5.0,219517
1.0,78895
144.0,220031
5.0,220705
144.0,219659
5.0,220782
5.0,209882
1.0,158343
5.0,220796
1.0,220774
1.0,180871
1.0,220308
1.0,220390
1.0,166672
1.0,214000
1.0,219436
1.0,107736
164.0,136386
164.0,90736
164.0,88536
164.0,127697
164.0,220099
2.0,10314
164.0,218120
224.0,194696
124.0,219021
124.0,194696
124.0,218788
124.0,218390
124.0,217694
224.0,219367
124.0,217273
124.0,216797
224.0,219292
124.0,217006
124.0,216778
124.0,216756
224.0,219188
224.0,218987
224.0,218956
104.0,219254
104.0,218988
224.0,218605
104.0,218967
104.0,218922
224.0,218596
104.0,218829
104.0,218645
224.0,218347
104.0,216552
104.0,216514
104.0,217724
224.0,218221
144.0,219257
144.0,219237
164.0,219644
144.0,218691
164.0,215037
2.0,160638
144.0,218457
144.0,217551
164.0,160638
5.0,160638
164.0,169591
144.0,217539
144.0,217179
164.0,64491
164.0,216591
164.0,161643
164.0,35019
2.0,35019
124.0,216664
124.0,216660
124.0,216444
2.0,23107
124.0,211166
2.0,156641
124.0,23107
144.0,156641
124.0,216152
164.0,156641
2.0,219204
124.0,168753
124.0,167664
124.0,75841
124.0,163728
124.0,65931
104.0,216445
224.0,218211
104.0,216118
104.0,216425
104.0,214979
104.0,215839
224.0,218092
104.0,214978
224.0,218079
104.0,214322
104.0,213553
104.0,213375
144.0,213375
224.0,217715
144.0,216919
144.0,216628
224.0,217657
144.0,216424
144.0,216544
144.0,216275
224.0,217604
144.0,216154
144.0,216075
144.0,215417
224.0,217507
144.0,213925
144.0,214888
224.0,217456
224.0,217187
224.0,217125
2.0,219190
2.0,219151
2.0,218977
2.0,219150
2.0,219108
2.0,218964
2.0,218963
2.0,218664
2.0,218662
124.0,63056
2.0,218601
124.0,31196
104.0,212950
124.0,31045
104.0,212137
124.0,23903
104.0,212069
104.0,211746
144.0,212988
144.0,212825
144.0,213382
104.0,209818
104.0,211228
144.0,212310
104.0,208881
104.0,209603
144.0,209439
144.0,209820
2.0,209820
144.0,209079
144.0,208564
144.0,160849
224.0,216733
224.0,216378
224.0,216327
5.0,21380
5.0,207706
224.0,215809
2.0,208938
5.0,10127
2.0,10127
224.0,208938
5.0,209418
2.0,218600
224.0,207829
2.0,218599
2.0,218552
2.0,218442
2.0,218581
2.0,218190
2.0,218409
2.0,218408
2.0,217989
2.0,217987
104.0,206764
104.0,207737
104.0,204578
104.0,203357
144.0,30193
104.0,198633
104.0,196619
104.0,196013
104.0,195152
2.0,215783
5.0,214082
2.0,214227
1.0,214227
2.0,213432
2.0,208410
2.0,213396
5.0,208655
2.0,211826
5.0,101796
2.0,191496
2.0,169957
104.0,176205
2.0,167122
2.0,166053
2.0,122393
104.0,72483
